Index	norge	modell	likestilling	paradoks	myte	voldta
20190106-ordet-neger-gir-meg-	0	0	0	0	0	0
20190106-ostberg-med-etterlen	6	0	0	0	0	0
20190106-person-siktet-etter-	0	0	0	0	0	0
20190106-persrevyen-2019-sjar	0	0	0	0	0	0
20190106-real-madrid-pa-femte	0	0	0	0	0	0
20190106-savnet-skofterud-mar	1	0	0	0	0	0
20190106-slind-skal-bruke-pre	1	0	0	0	0	0
20190106-solskjar-grepet-som-	0	0	0	0	0	0
20190106-stabssjefen-i-pentag	0	0	0	0	0	0
20190106-stor-snoskredfare-pa	0	0	0	0	0	0
20190106-stranden-er-blitt-et	1	0	0	0	0	0
20190106-sykkeltalentet-trene	0	0	0	0	0	0
20190106-takk-til-gubbeveldet	0	0	0	0	0	0
20190106-teknotrendene-for-20	1	0	0	0	0	0
20190106-to-kvinner-og-en-jen	0	0	0	0	0	0
20190106-tour-vinneren-vil-ga	2	0	0	0	0	0
20190106-trafikkaos-pa-e18-i-	0	0	0	0	0	0
20190106-tysk-avis-skjelbred-	0	0	0	0	0	0
20190106-ustoppelige-riiber-v	0	0	0	0	0	0
20190106-verdens-skiledere-bo	0	0	0	0	0	0
20190106-wayne-rooney-arreste	0	0	0	0	0	0
20190107-aafk-nykommeren-kan-	0	0	0	0	0	0
20190107-allidrett-i-stedet-f	0	2	0	0	0	0
20190107-ansatte-ble-syke-kan	0	0	0	0	0	0
20190107-ansatte-om-utdanning	0	0	0	0	0	0
20190107-apotek-tomme-for-vik	2	0	0	0	0	0
20190107-arild-47-fra-bergen-	1	0	0	0	0	0
20190107-arne-scheie-75-ar-di	4	0	0	0	0	0
20190107-barnehage-innforer-s	0	0	0	0	0	0
20190107-bent-hoie-om-personv	2	0	0	0	0	0
20190107-birgit-skarsteins-in	2	0	0	0	0	0
20190107-birkeland-sikret-ver	0	0	0	0	0	0
20190107-bla-motbakke-i-svens	0	0	0	0	0	0
20190107-bohemian-rhapsody-be	0	0	0	0	0	0
20190107-bomstasjonene-forsvi	1	0	0	0	0	0
20190107-bransjen-ber-regjeri	0	0	0	0	0	0
20190107-det-var-entydig-kunn	5	0	0	0	0	0
20190107-dette-er-de-antatt-o	0	0	0	0	0	0
20190107-dette-irriterer-nord	0	0	0	0	0	0
20190107-disse-brann-spillern	0	0	0	0	0	0
20190107-drosjesjafor-ranet-p	0	0	0	0	0	0
20190107-du-er-jo-bare-et-bar	0	0	0	0	0	0
20190107-eldre-kvinne-snek-se	0	0	0	0	0	0
20190107-elizabeth-warren-vil	0	0	0	0	0	0
20190107-endelig-kom-det-mer-	0	0	0	0	0	0
20190107-farevarsel-pa-ostlan	0	0	0	0	0	0
20190107-fem-sporsmal-og-svar	0	0	0	0	0	0
20190107-fikk-beskjed-om-at-h	1	0	0	0	0	0
20190107-forfang-om-hoppuka--	0	0	0	0	0	0
20190107-fyrverkeri-avfyrt-pa	0	0	0	0	0	0
20190107-gir-opp-a-bli-enige-	0	0	0	0	0	0
20190107-gladnyhet-for-viking	0	0	0	0	0	0
20190107-gront-lys-for-jakt-p	0	0	0	0	0	0
20190107-gutter-pa-15-og-16-b	0	0	0	0	0	0
20190107-haper-pa-fregatthevi	0	0	0	0	0	0
20190107-haugesund-profil-ube	0	0	0	0	0	0
20190107-haugesund-skal-ha-kr	0	0	0	0	0	0
20190107-her-er-horneland-i-a	0	0	0	0	0	0
20190107-her-er-sportshoydepu	5	0	0	0	0	0
20190107-herrelandslaget-tor-	2	0	0	0	0	0
20190107-horneland-det-har-va	0	0	0	0	0	0
20190107-huseklepp-vender-til	0	0	0	0	0	0
20190107-hvor-kommer-denne-hj	2	0	0	0	0	0
20190107-karsten-warholm-gjor	0	0	0	0	0	0
20190107-kevin-spacey-siktet-	0	0	0	0	0	0
20190107-kim-jong-un-er-pa-pl	0	0	0	0	0	0
20190107-klimarisikoutvalget-	0	0	0	0	0	0
20190107-klopp-gamblet-og-tap	0	0	0	0	0	0
20190107-kongen-giftet-seg-i-	0	0	0	0	0	0
20190107-kort-sagt-tirsdag-8-	2	0	0	0	0	0
20190107-krever-at-svenska-ak	0	0	0	0	0	0
20190107-krfs-rode-tropper-et	0	0	0	0	0	0
20190107-kun-to-kom-pa-visnin	1	0	0	0	0	0
20190107-kunstig-intelligens-	0	0	0	0	0	0
20190107-lederen-for-kuppfors	1	0	0	0	0	0
20190107-mann-innrommer-drap-	0	0	0	0	0	0
20190107-mann-kritisk-skadd-i	1	0	0	0	0	0
20190107-mann-siktet-for-vold	0	0	0	0	0	0
20190107-marerittrekning-for-	0	0	0	0	0	0
20190107-mens-de-kjemper-for-	0	0	0	0	0	0
